dataset,task,setting,analysis_scope,conversation_id_hash,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,total_turns,user_turns,assistant_turns,depth_after_first_answer,has_scaffolded_support,scaffolded_turn_count,scaffolded_turn_ratio,has_support_intent_I1,has_support_intent_I2,has_support_intent_I3,has_M1_feedback,has_M2_hinting,has_M3_instructing,has_M4_explaining,has_M5_modelling,has_M6_questioning,emotional_user_turn_ratio,cognitive_overall_user_turn_ratio,passive_user_turn_ratio,active_user_turn_ratio,constructive_user_turn_ratio,constructive_user_turn_count,has_constructive_user_turn,constructive_before_first_scaffold_ratio,constructive_after_first_scaffold_ratio,delta_constructive_after_first_scaffold,has_error_marker,persistence_after_failure,constructive_after_error_ratio,high_persistence
ShareChat,writing,ShareChat writing,main_six_setting,f534142ee1fcfb25cd679d81739f1fdb446a2cf8e94ecc61b375623972883ceb,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5426aa35e153439302796621f2e2d35479b87251867a0f98953e03eb5332c1e9,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,1,1,,,,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,53f9298f73eb00cd715c2bb8dc7f420d0182359725ca798e5d0f805e960184c3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.8,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d183c5e9fb2f508079d7f5df11ad4a7213b0de472f8c3cf719d53887a26e08d4,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,af1715f831b59db06b87bd1acc4af79f69405cd70d2029bfb988d0ced0b78ad3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f2c5361b870e6baa4f13afeef2f44a684dc86d5b705870791eb73f7882f986f6,sharechat,grok,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,2,0.5,0,1,0,1,0,0,1,1,0,0.0,0.75,0.0,0.25,0.5,2,1,0.0,1.0,1.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6c48c74ba07d5aa2fc95e6c61e868256fb70712b3b7f44f122126a923477f4cf,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,57f41b8487a61ad023c547ae9322ba8fc5332ac8765170b5902aa8734bc80368,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,cb21e0f4b582ed3f7cda27a470d5735fa96fa6029093a3f98fe61d92cd1dcaa5,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,0,0,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,acfc082a92416c34b8322bbdd990e1141363cf8d1f19b8d31dac58f2fe2d971a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0db1b1ed130f9c7704810df034b5e92b09344225a09a3c88171a3f09aa8a77dc,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,097b34d5e0a0fa090bf7da46238edfea06edd520d6775a4d7988858dce46800b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,69c3518d731040c7b61a2827534e63223871e5d75be0138fe45851042e4996ed,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,1,0.25,0,1,0,0,1,0,1,0,0,0.0,0.25,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,74d20c99ff5addca1561aa39dbb1beba56e3240c967ee586a2388bf8eef22ac5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,96c7b333609228abc26015d89248f7cde52313a19b393ecd7917839694e4ec1d,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,16,8,8,14,1,1,0.125,0,1,0,0,1,1,1,0,0,0.0,0.5,0.125,0.375,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,e8d4733c605c72790ec3b60b245cbb7d03ae2cd60ee3bc8d4fb9f2343e30a4b8,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d1c8841b20549ad12cfdf84107aced69ef3c41d9158923b79b091e8424b70f6a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5cbb78ec0240e832cf6e93c9761abfeda2f722ae2e10e3f8a065bc5e596208d6,sharechat,claude,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,894fdc57513580571bf431a666053de140140679ed32ebf3996d23580d0041ea,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,919ce42b29c4ad178ccefa109d657d5df5ec0fb65a456851673c1054d630809e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,1,4,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,17a9825691f6ab4cf627c165d01b806751298699c59a7a6e5a01b088b1150bc5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,0,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,999c4897dbabc9544d082990c33822e48e05f5f79a1a38b5ea2b7191c3647d94,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a52a5b729a29d10de5e63fb0f3139d57dc60724e714c511fa22c49785e96a731,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,4f06c35fab80499c563949486a7ee0a3dc423bf124322f701ff53be3d23d201b,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,1,2,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,d8bbdcd41d654bb5e249101e1a8644bb82e30d5e125d993cebdfd21e51f1073e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,7,4,3,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.5,0.25,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5376ad96b9432d55a3e185553771f5ca180d9b59939219510b64cf64a5ab0bc4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,5,3,2,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a6e346c0feabe95e3bedf2445a572dab3848bc373217443122f7132e67b09776,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,3,1.0,1,1,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,91c622e40e33e1fc832a1a412cefa963832de7470339ff2c8c34681428e1169c,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d31811992282cfa68a98db22dd191c6eba3e219e8122fb006932f5db100f1ea3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,1,2,0.3333333333333333,0,1,0,1,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8de13990c13dd9062139c3b3678d4289333bcf2605734f0b60552d2c93cbc2a7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,24,12,12,22,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.25,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,dc8feb842b06b309256d32f8b664225c072ccdc31b59d6e444f51bffc39a793f,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f52f01c8ba293250c0e058ac510244e2a6b15b7c8fa4a0d96cf3c81c45115820,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,bc16cab2bfb3a5e73b94c952dc79ea32dcbadd4c41ef9620494f2f17f2b62396,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,16,8,8,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.375,0.0,0.25,0.125,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,fa71088b278cdeabb386383331c06b9e941dc2a4a2f516c73fc777a5acc182bc,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2bee2eb11884e4eb4ca780dc957e26caaac8b95a28f533daf7990e4abee8ee0b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a0381aa15e9ab0cbe87752302fe8950da8d95435158cb30e503e01f52d21ea5a,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,12,6,6,10,1,3,0.5,0,1,0,0,0,1,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c6f864279f27e5686f4731e433eadfd9dc5a161097d8619dc5fc1910521f2fe2,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b14a2af54f717b9851f40e7a7da9dc0f56a92aa002ec51c2eda41d7dac64cc41,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,63cfab23815bbb4bca51cfe4a8cba1a20e880589b7f4ffc47232dde48fb8bc14,sharechat,gemini,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9ca60c43ce25663a8a34d7f89b92a783ca38393a29305d3da225fcdca6394caf,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,4d58fe756025bbb01746ff63dc08d9638ce6a6d9d7dd6e1d49cf93975be7bafa,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,52d30db24f18f46047d56231f4e3e6b6426cadb2071d2e3175976dcac6dcc845,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,1,1,0,0,1,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,e2d9686664a78ca6443e4d8845812087f3eef14141dad04821220c64e3b928d7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9e52e9f7e04094c419bf19a62d14af3e0ac121c66646e89ffe602f60e7ab14fe,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,fd70af30928a929ae87e5becc55c757c121ceb987571da9b1d40117af3161768,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,1,3,0.75,0,1,0,1,1,0,1,1,1,0.0,1.0,0.0,0.75,0.25,1,1,1.0,0.0,-1.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,147cd839ac3d1273045e712c56046f96bbbad9f422f886c075449e4a68369c4d,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,2,0.5,1,1,0,0,0,1,1,0,1,0.0,0.75,0.0,0.75,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5149437c377b3ac222ba2f75a83f638d0a70ad40783535b7046afa56bcdcd24a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,96d5adb05280cb9a3d897567644aba81342aad4b4bced6024043f79bca9d4380,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8e52fe6437432c78e61b493df94ec5676ba983e4c20c7671080fcf7e33b48942,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,26,13,13,24,1,2,0.15384615384615385,0,1,0,0,0,0,1,0,0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,4dfafc790c99d1c4aea40761a2871a1dce90088fec4d6137a3086a13d3fe6f42,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f873124d7e9e8c726040e72d120a47533dce3c29e5b8f9204d3fa4f3b93de3d1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,16,8,8,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,ce49e7fbbb8ade5bab460201f8a38805e00dcf888f3c22ea4471d0cdaeaf1ea4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,97ac831ca167f38242cc83ae0c2905136b2cb959804f7161c66f9c967c90ab42,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a18d5b2112cb890f06237479ce240df662d5be30db78df895649645f03c94e25,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2908476facfb688d424739b9647abb61683f5651aa6952eff07c197fb2b1bae5,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,1,0,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d46762c739a63a8ddae24f11c1ffbde04dbd4a86402181a8abb4ca5fd5dd59b1,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,03f6b217826e8b099f2c94355e26d994b659e9ce811bb841df8911aa74bd7764,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,1,3,0.75,1,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,eb9348ecca2f47e4e345dfee78147e4ef251b30bb6fc5cb534ca3f1e4633afc2,sharechat,claude,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,1,1,0,1,0,0,1,0,1,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9982677b45760cd9705e4b36585ed3b8b0966b30df4cdcc5fed36692e2d0b1e0,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,16,8,8,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.125,0.0,0.125,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d761aeaada9af0f12da0fe20c9941eba66419b64f99a6dae8ab1bd4727d3fed1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,59740b6f255aa549609b79e1e675cae9147fd4817e91fcff691223252b3880b6,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,1,1,1,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9e7e1335a1d03ffb8b1d4b2df5894204a79cfd5042100903130ac6c721ca2108,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,20,10,10,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,3b7d02e10ad4b08daca82f355b7ab5dac22d545aaf666765fedd669dfc63a038,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5265dbc3ecad7a43f9cbb1e263106698cb94f4dfe95c0479d54cbdb2276029d4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,1,1,0.16666666666666666,1,0,0,0,1,0,0,0,1,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,de170dccbd02fefa0c7b111a8ccb80a875df6d61c2a1bc71e82cab2791a61db2,sharechat,gemini,UNINTENTIONAL,0,writing-oriented,1,1,32,16,16,30,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2b8f1b46a9b3a88c5b7221e68449e6c2466661aff43d00fbe48b7f8982a6db24,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,2,0.5,0,1,0,0,0,0,1,1,0,0.0,0.75,0.25,0.25,0.25,1,1,0.0,0.3333333333333333,0.3333333333333333,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8f3f4135c21e2534fee1f58652d3da49a37d6875552848fab31478dc96e309e4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,16,8,8,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,49047e7cc47fde6fa5813bb2d83f3f8410b02bb1fbd388863a6e56be0062208f,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0d9b63ac3c80625abbcb38d6980f79083dee1416ac4173847c08562a69af8182,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,253d1851d5c0da3fe3a46cee4b443b886d60511780780dd7736930436c43e3db,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,76,38,38,74,1,17,0.4473684210526316,1,1,0,1,1,1,1,1,1,0.0,0.39473684210526316,0.10526315789473684,0.21052631578947367,0.07894736842105263,3,1,0.0,0.08108108108108109,0.08108108108108109,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0428ee6011040760804fc49167df502eab828e2d6d59866e2bbf7787172c7f31,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.8,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d2fd0d61dd71242b967b13634760ed33cbe9354e1a745a675c83dba4e76613ad,sharechat,perplexity,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1bbff0cf6ac15fffba8c5e016a61dfb56e6b011230516a9f61b2b669c94603e1,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,42,21,21,40,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0,0,,,,1,18,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,8a9654e97b36e2802e652618f1aad6c8d1c2cf14cddba0976dabd52a6dd740e0,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,1,3,0.6,0,1,0,0,1,0,1,1,0,0.0,0.4,0.0,0.4,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,124ed2cdf8ae96e24be045b8305f1ae7c1955e995eb6f0fdf6012b87d03b9316,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,1,0,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,45974f4dabd5395de201df143e61517b4204e3e97ab997f2c00ee64494c044eb,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,eb1344f42a232fbfedfb015220c66c2386763a61306313fda209676f0c4a008a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,1,1,0.2,0,1,0,0,0,0,1,0,1,0.2,0.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,1,4,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,bcd097deb439ebf0a1c3dac6aa0d8dc329249459117cb6bf23709065962b5622,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
