dataset,task,setting,analysis_scope,conversation_id_hash,user_turn_id_hash,user_turn_index,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,user_emotional,user_cognitive_level,user_is_constructive,next_assistant_support_type,next_assistant_is_scaffolded,next_assistant_support_intent,next_assistant_is_affective_support,next_assistant_has_M1_feedback,next_assistant_has_M2_hinting,next_assistant_has_M3_instructing,next_assistant_has_M4_explaining,next_assistant_has_M5_modelling,next_assistant_has_M6_questioning
ShareChat,coding,ShareChat coding,main_six_setting,a3b800d32b2dae57b8ede3604292c799e6e66d87b0c7be36c067da65d5306a4d,9d19fdd6f2ec9677eb63c5c11b304c78bc334d311f60c5911a174eca974b91c8,2,sharechat,perplexity,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d5f0d8dfff504c805734df7208f5ce63faee71e622e652c515d4e91a10ded7bd,0c8f1fa30a6c04fc53c444dfe8613685d483b6f6d5340effd8cf0cda44a20dea,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,0,1,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d5f0d8dfff504c805734df7208f5ce63faee71e622e652c515d4e91a10ded7bd,7a7d0545c71cec20f7be3bfef18e64b9ab5963da98c774776fa89b6500b9b624,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d5f0d8dfff504c805734df7208f5ce63faee71e622e652c515d4e91a10ded7bd,857ac0d8da7333e002ffba241773cd96c60fa8c6259ca99327f60f20ee0ee00e,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,0,1,0,1,1
ShareChat,coding,ShareChat coding,main_six_setting,d5f0d8dfff504c805734df7208f5ce63faee71e622e652c515d4e91a10ded7bd,441e97d372d39ab2eaa44d41152f8f291cfc8fbbdbf8ec8544691f5ebe8858f7,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,"['I2', 'I1']",0,0,0,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d5f0d8dfff504c805734df7208f5ce63faee71e622e652c515d4e91a10ded7bd,7dbfd90081e10c9cb978933b8673d43ed386d20fce5244d471949e453f5d5d18,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,0,1,1
ShareChat,coding,ShareChat coding,main_six_setting,0ba404564252afff68f68ae4d62f2985af74525a5651a768a2e125445f707084,a874de3ef5ed6d9a43757d75155bbe6ef07a0cf402afc28fdb09127be118492a,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,0ba404564252afff68f68ae4d62f2985af74525a5651a768a2e125445f707084,f05afa30e65585c5a88efbedbf79f3a4cc4c87d66d80294bf320178719395f9c,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,0ba404564252afff68f68ae4d62f2985af74525a5651a768a2e125445f707084,a45724cb3a5c348027941f3b2aa3656fb7524b7b705156364fb39603fa3062e2,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,f3e7ee10b4e4478b470cdc6abc5e0203e9b7a0fab76d5902ad0f83f400c68304,4e4490abe7ebf700552b3db0b8603f6085dc28bc25c1481155665ce50ba95454,0,sharechat,perplexity,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,1,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,f3e7ee10b4e4478b470cdc6abc5e0203e9b7a0fab76d5902ad0f83f400c68304,bdff81f3d99eed7888d8bc3f886fc4ec7a5fc2d51070814f6e4133588d75e185,2,sharechat,perplexity,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,f3e7ee10b4e4478b470cdc6abc5e0203e9b7a0fab76d5902ad0f83f400c68304,1a8a84b215d321d542404acd965b87dfa896758629683dd1040a50fa704e64f7,4,sharechat,perplexity,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,4a72d31c4a2075e57173d92022d0df776c5b99ed1d069f3c91fbba8a621d46d1,11e9b2672641ee39c7abc7990f4dce7ba33164d9ae4cbfc709cf1e55c9baf7b7,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,0,1,0
ShareChat,coding,ShareChat coding,main_six_setting,4a72d31c4a2075e57173d92022d0df776c5b99ed1d069f3c91fbba8a621d46d1,f4052c998923441d4ab6468bc2b28dac8c3f440f022a50275ac2a0a9c8632f2b,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,1,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,4a72d31c4a2075e57173d92022d0df776c5b99ed1d069f3c91fbba8a621d46d1,a051ae1bba9e3e5cd9b4855997c29017f043d0717224db50b89dd0de64f97457,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,1,P,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,b360a56cb418e26cbc33788da147c2520cfee35aa8beceb2b9a25663a3c3fae7,3291cf67be61fad42ef3f9ca8efba690122c3c134ad10abc1abb01e9ba151c6e,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,b360a56cb418e26cbc33788da147c2520cfee35aa8beceb2b9a25663a3c3fae7,31f5a5c5a884502e649e57c63972af9bdac0896aad56902ff23e02e0a6619076,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,1
ShareChat,coding,ShareChat coding,main_six_setting,9ef1edcf45bb939be5c5cc9844fae4b1c4b6ab3bc37924cd6e14f83946672551,5b053f8e40fc7e506020876e5b73be3afdd6ebdae66f40c4318221ca50edfe09,0,sharechat,grok,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I1', 'I2']",0,0,1,1,0,1,1
ShareChat,coding,ShareChat coding,main_six_setting,9ef1edcf45bb939be5c5cc9844fae4b1c4b6ab3bc37924cd6e14f83946672551,4e26cdc507e960467a797182bebc6d55215b508461153c0d86854f35135f2a8b,2,sharechat,grok,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,0,0,1,1,1
ShareChat,coding,ShareChat coding,main_six_setting,9ef1edcf45bb939be5c5cc9844fae4b1c4b6ab3bc37924cd6e14f83946672551,cd7516401af53bd8a4f99019bf16c165e3b5fb4ee59d42ae7846090a1bf9eda0,4,sharechat,grok,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,9ef1edcf45bb939be5c5cc9844fae4b1c4b6ab3bc37924cd6e14f83946672551,4e828ed4cac851753ef6a479d5ca28a904bc8137381fb078c30bd74bb1ee9414,6,sharechat,grok,UNINTENTIONAL,0,coding-oriented,1,1,1,,0,S2,1,['I2'],0,0,1,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,9ef1edcf45bb939be5c5cc9844fae4b1c4b6ab3bc37924cd6e14f83946672551,ba8330a645f87f173eaebffc0c8daa1a74ee183b5c3c9ebcf75f0e0b3d97fda9,8,sharechat,grok,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,bd8282550aa51d20158dd77d2a5556490c6448fabef7c066dff674d983f901d8,ee5233aa39bc7ed6b3d7029c5c6dfb01e351f2ea8155fbf9986b5d827e1dd0fd,0,sharechat,perplexity,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,None,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,bd8282550aa51d20158dd77d2a5556490c6448fabef7c066dff674d983f901d8,d2b9de1368813b29d996bab3c4df84b0c4268c5dd2b1646bf60c795f39f5e722,2,sharechat,perplexity,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,e31f00bd39dfd0f73af6fba087cc37d24dcdcbbee5fa835f7a4a4b7c4d2bb063,86139c547220fa2b712104496976fbfb9eb4ec43c7c65c4f46e66def9f1e1b9d,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,1
ShareChat,coding,ShareChat coding,main_six_setting,e31f00bd39dfd0f73af6fba087cc37d24dcdcbbee5fa835f7a4a4b7c4d2bb063,7203eddb695da9a0869d235aca165e9f10529039ddb232c633c42395d92d704e,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I1'],0,0,0,0,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,e31f00bd39dfd0f73af6fba087cc37d24dcdcbbee5fa835f7a4a4b7c4d2bb063,c6bda3c4d42c50b1182ac997c2cca14afd7212b6f3e2dea753bf395a25b0a49e,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,e31f00bd39dfd0f73af6fba087cc37d24dcdcbbee5fa835f7a4a4b7c4d2bb063,ef299bbea3e42bbec3ec536513f9fcd64d1301d6e5b0807d5a2023ae115ed7db,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I1'],0,0,0,0,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,9869fb2b948c1260d3f266c306621cd0894daa71263679d94a3940125c3af43d,6aea13e21d6ddc030acaccfdfcf27e94beabf373a322753decb296d9206ff857,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,9869fb2b948c1260d3f266c306621cd0894daa71263679d94a3940125c3af43d,530368bc51a06f88dbdaa4df770840e406729eef26748dc9bf2a3372c2d14358,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,1,A,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,7be8d438f383289af7682847897564b91b60ea3a23cfd8edb7c51afd148ae597,1340eba8fc0b1f95b335527748dbea99549fa5aca1fcb1f1f9a98dffa6f82828,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,C,1,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,7be8d438f383289af7682847897564b91b60ea3a23cfd8edb7c51afd148ae597,5748932db3838aa44f24b460d78303d92dd8417995bdb9b5e40d4776bdd057a6,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,7be8d438f383289af7682847897564b91b60ea3a23cfd8edb7c51afd148ae597,afede31185b31d6ca77006a11d1837da745ef9d370e45c499ef16dec5dd06637,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,7be8d438f383289af7682847897564b91b60ea3a23cfd8edb7c51afd148ae597,b4240b3c1bebe97abcda86ce5dfdadf05623c1a290d3f4cfb13e4c95b01bb7f6,6,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c17caafdc7f41581de60f8ec647815dbfdc5885d618f96ed16f40065d7cb80d9,80235eb5c852fbfa466609133e9edef54125050758573b7dfe3e8dc2f1086c75,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,c17caafdc7f41581de60f8ec647815dbfdc5885d618f96ed16f40065d7cb80d9,8207633a974155f1c838a66307047708a45d2da13cee3a288ca7dc3110030352,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,c17caafdc7f41581de60f8ec647815dbfdc5885d618f96ed16f40065d7cb80d9,79adb0d1259c54b9cd0d429b70ffc3c5ccd59af2b4a0d91decbe00df76313fe4,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,1,1
ShareChat,coding,ShareChat coding,main_six_setting,c17caafdc7f41581de60f8ec647815dbfdc5885d618f96ed16f40065d7cb80d9,fa9528fa6874652ace740a708af0c59684f3ceede175385f9b3522a2217e4dbd,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,c418045321ed5602f534dec17957b047ac6cd920661f5cfe95cded212e55b5a7,e9f6f2710ce91f4015d143b8ea1667842ba9d87f7eb73f038cb1c18f555e91e8,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c418045321ed5602f534dec17957b047ac6cd920661f5cfe95cded212e55b5a7,f52d302b101d37a5bf4761b99bf75acfe777abc4dc6d7bce68959e665671ade3,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c418045321ed5602f534dec17957b047ac6cd920661f5cfe95cded212e55b5a7,b4507298fe7304935e0843b446aec68c8d4e8ea92d56e3efff8d8e01beafa28a,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c418045321ed5602f534dec17957b047ac6cd920661f5cfe95cded212e55b5a7,322c8626e976ecc218646348833704748e1fe0b8a4d84fa5bffb97e6ea7c88ee,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c418045321ed5602f534dec17957b047ac6cd920661f5cfe95cded212e55b5a7,c88cb27cf43188a3fd8d526b4080ac3312d4ba495fd1ca2fecef69a6c41c56dd,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,223771d993207ddff14ea658c485f1876e081efecbeb18cd804ab2a2c6afa5f6,baaa1914aae3193dd3c91853ef2f424d56102c6c6381f4d69e8b2ddc5afd82a3,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,223771d993207ddff14ea658c485f1876e081efecbeb18cd804ab2a2c6afa5f6,cdbfc108b81669033b1b2feec05d4d9aa3d5c886daa90f71425d24bf5158e76c,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,1480aa3697f4f24a1806e2b9e199e3d5a7a9e000424a9fa2404d978d72a5c359,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,1,0,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,6d7f497f3167756c576a39570e434c353f0859a121dd1dd42d1ff795dcebeaad,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,1,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,5a52de25345f52ad314b980d9793121e8d6e0ed8574dcf8d87e0b7ce8eff9b26,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I1'],0,0,1,1,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,65a7e544908fe9dd62d5671b8ff71ee9b5fcc230701d4354aa3543c2b1a0c5e8,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,24f371afd53578b18e2b9e5d183d03e0826a28ec4b68efc4391a2808030bf37e,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,1,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,e0db6917f7f41762097c6ea71fef9089b6fa978d387af0e1ebeca74c000e98d6,10,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,90e007b1f51a9e1db51ec16b7ecf41ef7a345011018a0a2660c9025f162e197e,12,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,d3e2ce52b87f3c057a33b5a3f29a18c330d711f3e9d4257f8afe3c3bb08a16c1,14,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,39ddfc5b3ddab6b77b161fb39fe1f483120675e1dc5b9f07156121f3cc8bdcf0,16,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,685f757b5e768f922d924fceee901b9ae61a7013a75362d447a5459dd7c40e85,18,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,a3ede7aab51771f2cce96d458403386d7d86145289d2d353a25cdb7e17ac4e22,20,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,3c2d63810417d038bd99eec7c82908fdf2da9e3465a1a7632fe962002bb95820,22,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,0630a96a1b692c38ca796e55c6c2c0ce7875b5ac0efee4108f1be3d0c6f73c5c,24,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,688cc7ce7c10c3e94528d99c3a9942c53f5a5bb4aa9794e1fc64a1e7934743a6,e44be82a48a03e7b6795899b6615566cda1b744814daf8f5e3e4e65d173ef9cb,26,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c27b8fba768e6a47456a8d2965ce61b63f64d6d44feee87cfcbc6d5261087e76,fa69cff2f9e250e7ef24f260343ff93fe55b91ddd737a6f01371dd19a5b06db0,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,c27b8fba768e6a47456a8d2965ce61b63f64d6d44feee87cfcbc6d5261087e76,915c117b465454244d0f05c83b2048b66b28fa41b51216585aec2151ad8e0dd4,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,8b89b5938a1830ccb42821682f4cccfb0506beddad8eb12bfa9ed5d4924ac434,f4f31beced2821162ce7c66f886b2c3dba2f3d58ae441c2249b9d8ee34815692,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,C,1,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,8b89b5938a1830ccb42821682f4cccfb0506beddad8eb12bfa9ed5d4924ac434,cb969f51814d7a9c9d6a33667ca8db00341db284fb58ee63643f442f67151065,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,9236527ae788456fe190622ad1534fcd9f7a3b9585a1ce9600473b421bd1f14e,4bc558c6a0adcdb12562803c6eafbca75fd2f14d04e7a9c9c5b6f8331b5cd0d8,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,None,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,9236527ae788456fe190622ad1534fcd9f7a3b9585a1ce9600473b421bd1f14e,b3e57f25c94cfcf5c4e86ec6501c4467ebf874e75718740866c1764a276fb4fb,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,88578b175fdf6a4aa979f02939ed1dcf546a42571df6a508dff3b140068876f3,3d855e35b6ef73be2eca3c1b86639f68544f0677f76c817779167212d30210c6,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,88578b175fdf6a4aa979f02939ed1dcf546a42571df6a508dff3b140068876f3,d6483e9b7e98a0cf76224d3a375fef8dbaecd60d34cb863ebcdc62f694c7d8cc,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,P,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,88578b175fdf6a4aa979f02939ed1dcf546a42571df6a508dff3b140068876f3,a41dc384e8d33414eeef2b8ad80e725d55f5c8dc6fa21b84cb2b8ea4b51b41dd,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,P,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,11ea3bef0596f74b3d54f17a522a6bdfe69f44cacc55e0b941a517559adf03e4,f165e4e183da8ce146ed19407482e0f6e19b70027b3c1718b2222050dc6710cf,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,11ea3bef0596f74b3d54f17a522a6bdfe69f44cacc55e0b941a517559adf03e4,39160022825ddff752c8dcca7059182bb26ace8378bac2c5f89ec4c8221ddf16,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,11ea3bef0596f74b3d54f17a522a6bdfe69f44cacc55e0b941a517559adf03e4,ff7de2c9d64578089c9e756b4b6e09a73c9c306bb88c19dce0fbe42cfe886b2e,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,1,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,11ea3bef0596f74b3d54f17a522a6bdfe69f44cacc55e0b941a517559adf03e4,546dc3608e6a8c467657d5a63e34e0e31a920b1d32aec3f5180955361b79aa98,6,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,11ea3bef0596f74b3d54f17a522a6bdfe69f44cacc55e0b941a517559adf03e4,f26342e1f0b2cf16e74662206b4cd0dc2e687308db3721191d9369ad99d701e1,8,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,20615689f7ec3fb93bc6af28c4ed8bad6e6e88b2bf7aa4227e98a6b7a1b4ed47,6ace819435e63dbbf86501cfae68bfaa7d52d9dd5b9582169659063bf36ace30,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I1'],0,0,0,0,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,20615689f7ec3fb93bc6af28c4ed8bad6e6e88b2bf7aa4227e98a6b7a1b4ed47,32da40d6e3b060e44b9154de2467bbaf578bd39f176e19df2f75ded5047ef903,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,af84aa21c9418ad6d7b1a09c11871c6351e764bae1f25bb610cec65ebfc399bd,8a2aa0ff5f3d2758cc05943aa18b500407430d8310e50ebbfee5f2ec46be8470,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,af84aa21c9418ad6d7b1a09c11871c6351e764bae1f25bb610cec65ebfc399bd,2d6ae994948e16a4a1df5ed1c379663a00d169be480d50a552466e74162b3a58,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I1'],0,0,0,0,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,af84aa21c9418ad6d7b1a09c11871c6351e764bae1f25bb610cec65ebfc399bd,6b7c7d419e4a6c6e42d6fcdfa5fd42f408ec9042f4a7f58a7dffd7d1ca2049f9,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,1
