section,outcome,adjustment,term,label,coef_log_odds,se,z,p_value,estimate_type,estimate,ci_low,ci_high,n_conversations,n_user_turns,n_constructive_turns,log_likelihood,model_source_reference,n_recoverable_model_source_levels,n_model_source_fixed_effects,formula,se_type,notes
2.2,constructive-turn rate,model/source FE,length_7plus_user_turns,7+ user turns,0.064366,0.024339,2.644542,0.00818016,odds ratio,1.066483,1.016801,1.118592,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::alpaca-13b,model_source::LMSYS::alpaca-13b,-1.156111,0.176685,-6.543326,6.01653e-11,odds ratio,0.314708,0.222592,0.444944,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::chatglm-6b,model_source::LMSYS::chatglm-6b,-1.137372,0.186597,-6.095355,1.09195e-09,odds ratio,0.320661,0.222439,0.462253,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::claude-1,model_source::LMSYS::claude-1,-0.769316,0.180198,-4.269290,1.96096e-05,odds ratio,0.463330,0.325464,0.659596,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::claude-instant-1,model_source::LMSYS::claude-instant-1,-0.295884,0.238041,-1.242996,0.213869,odds ratio,0.743874,0.466525,1.186107,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::dolly-v2-12b,model_source::LMSYS::dolly-v2-12b,-0.978272,0.213463,-4.582864,4.5865e-06,odds ratio,0.375960,0.247422,0.571275,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::fastchat-t5-3b,model_source::LMSYS::fastchat-t5-3b,-1.200090,0.250703,-4.786907,1.69371e-06,odds ratio,0.301167,0.184249,0.492277,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::gpt-3.5-turbo,model_source::LMSYS::gpt-3.5-turbo,-0.870332,0.242552,-3.588231,0.00033293,odds ratio,0.418812,0.260349,0.673727,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::gpt-4,model_source::LMSYS::gpt-4,-0.717930,0.206914,-3.469708,0.000521025,odds ratio,0.487761,0.325146,0.731704,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::gpt4all-13b-snoozy,model_source::LMSYS::gpt4all-13b-snoozy,-0.684484,0.226970,-3.015750,0.00256344,odds ratio,0.504350,0.323245,0.786924,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::guanaco-33b,model_source::LMSYS::guanaco-33b,-0.841657,0.217702,-3.866095,0.000110592,odds ratio,0.430996,0.281295,0.660366,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::koala-13b,model_source::LMSYS::koala-13b,-0.903316,0.170380,-5.301780,1.14679e-07,odds ratio,0.405224,0.290178,0.565881,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::llama-13b,model_source::LMSYS::llama-13b,-1.672906,0.231862,-7.215100,5.38944e-13,odds ratio,0.187701,0.119152,0.295686,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::llama-2-13b-chat,model_source::LMSYS::llama-2-13b-chat,-0.800585,0.174125,-4.597761,4.27056e-06,odds ratio,0.449066,0.319221,0.631726,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::llama-2-7b-chat,model_source::LMSYS::llama-2-7b-chat,-1.014052,0.300086,-3.379208,0.000726951,odds ratio,0.362746,0.201449,0.653192,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::mpt-30b-chat,model_source::LMSYS::mpt-30b-chat,-0.429019,0.232358,-1.846370,0.0648385,odds ratio,0.651148,0.412945,1.026755,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::mpt-7b-chat,model_source::LMSYS::mpt-7b-chat,-0.978157,0.224472,-4.357583,1.31507e-05,odds ratio,0.376003,0.242168,0.583803,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::oasst-pythia-12b,model_source::LMSYS::oasst-pythia-12b,-0.805783,0.208529,-3.864120,0.00011149,odds ratio,0.446738,0.296858,0.672290,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::palm-2,model_source::LMSYS::palm-2,-0.443454,0.246661,-1.797826,0.0722046,odds ratio,0.641816,0.395775,1.040813,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::stablelm-tuned-alpha-7b,model_source::LMSYS::stablelm-tuned-alpha-7b,-1.294281,0.243461,-5.316175,1.05971e-07,odds ratio,0.274095,0.170084,0.441712,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::vicuna-13b,model_source::LMSYS::vicuna-13b,-0.843347,0.160583,-5.251796,1.50624e-07,odds ratio,0.430268,0.314086,0.589427,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::vicuna-33b,model_source::LMSYS::vicuna-33b,-0.673618,0.182981,-3.681365,0.000231988,odds ratio,0.509860,0.356201,0.729806,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::vicuna-7b,model_source::LMSYS::vicuna-7b,-1.207619,0.229009,-5.273240,1.34036e-07,odds ratio,0.298908,0.190810,0.468246,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::LMSYS::wizardlm-13b,model_source::LMSYS::wizardlm-13b,-0.680120,0.205272,-3.313262,0.000922147,odds ratio,0.506556,0.338763,0.757458,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::ShareChat::chatgpt,model_source::ShareChat::chatgpt,0.311564,0.164891,1.889512,0.0588233,odds ratio,1.365560,0.988444,1.886553,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::ShareChat::grok,model_source::ShareChat::grok,-0.352191,0.268238,-1.312979,0.18919,odds ratio,0.703146,0.415639,1.189527,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::ShareChat::perplexity,model_source::ShareChat::perplexity,-0.612509,0.225308,-2.718536,0.00655715,odds ratio,0.541989,0.348501,0.842902,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-3.5-turbo,model_source::WildChat::gpt-3.5-turbo,-0.510481,0.162147,-3.148258,0.00164247,odds ratio,0.600207,0.436796,0.824752,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-3.5-turbo-0125,model_source::WildChat::gpt-3.5-turbo-0125,-0.727591,0.168408,-4.320400,1.55747e-05,odds ratio,0.483071,0.347264,0.671991,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-3.5-turbo-0301,model_source::WildChat::gpt-3.5-turbo-0301,-0.445805,0.169981,-2.622678,0.00872416,odds ratio,0.640308,0.458879,0.893470,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-3.5-turbo-0613,model_source::WildChat::gpt-3.5-turbo-0613,-0.938885,0.162508,-5.777469,7.58325e-09,odds ratio,0.391064,0.284392,0.537746,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4,model_source::WildChat::gpt-4,0.035667,0.169550,0.210360,0.833387,odds ratio,1.036310,0.743303,1.444821,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4-0125-preview,model_source::WildChat::gpt-4-0125-preview,-0.458841,0.168115,-2.729325,0.00634642,odds ratio,0.632016,0.454596,0.878679,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4-0314,model_source::WildChat::gpt-4-0314,0.237345,0.181493,1.307739,0.190962,odds ratio,1.267879,0.888358,1.809537,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4-1106-preview,model_source::WildChat::gpt-4-1106-preview,-0.164859,0.166912,-0.987700,0.3233,odds ratio,0.848013,0.611398,1.176200,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4-turbo-2024-04-09,model_source::WildChat::gpt-4-turbo-2024-04-09,-0.816721,0.184373,-4.429730,9.43509e-06,odds ratio,0.441878,0.307866,0.634226,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4.1-mini-2025-04-14,model_source::WildChat::gpt-4.1-mini-2025-04-14,-0.627185,0.168309,-3.726383,0.000194247,odds ratio,0.534093,0.384016,0.742822,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4o-2024-05-13,model_source::WildChat::gpt-4o-2024-05-13,-0.372499,0.165413,-2.251937,0.0243262,odds ratio,0.689010,0.498223,0.952857,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4o-2024-08-06,model_source::WildChat::gpt-4o-2024-08-06,-0.377184,0.163742,-2.303521,0.0212495,odds ratio,0.685790,0.497520,0.945304,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4o-2024-11-20,model_source::WildChat::gpt-4o-2024-11-20,-0.517422,0.199695,-2.591058,0.00956814,odds ratio,0.596055,0.402998,0.881598,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,model/source FE,model_source::WildChat::gpt-4o-mini-2024-07-18,model_source::WildChat::gpt-4o-mini-2024-07-18,-0.632819,0.163543,-3.869447,0.000109083,odds ratio,0.531092,0.385443,0.731780,128569,491685,24227,-92110.818542,LMSYS::RWKV-4-Raven-14B,44,40,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
